,species_id,name,flavor_text
363,364,Sealeo,"Sealeo often balances and rolls things on the tip of its
nose. While the Pokémon is rolling something, it checks
the object’s aroma and texture to determine whether it likes
the object or not."
364,365,Walrein,"Walrein swims all over in frigid seawater while crushing
icebergs with its grand, imposing tusks. Its thick layer of
blubber makes enemy attacks bounce off harmlessly."
365,366,Clamperl,"Clamperl grows while being protected by its rock-hard shell.
When its body becomes too large to fit inside the shell, it is
sure evidence that this Pokémon is getting close to evolution."
366,367,Huntail,"Huntail’s tail is shaped like a fish. It uses the tail to attract
prey, then swallows the prey whole with its large, gaping
mouth. This Pokémon swims by wiggling its slender body
like a snake."
367,368,Gorebyss,"Although Gorebyss is the very picture of elegance and beauty
while swimming, it is also cruel. When it spots prey, this
Pokémon inserts its thin mouth into the prey’s body and drains
the prey of its body fluids."
368,369,Relicanth,"Relicanth is a rare species that was discovered in deep-sea
explorations. This Pokémon’s body withstands the enormous
water pressure of the ocean depths. Its body is covered in
tough scales that are like craggy rocks."
369,370,Luvdisc,"Luvdisc’s heart-shaped body is a symbol of love and romance.
It is said that any couple meeting this Pokémon is promised a
loving relationship that never ends."
370,371,Bagon,"Bagon harbors a never-ending dream of one day soaring high
among the clouds. As if trying to dispel its frustration over its
inability to fly, this Pokémon slams its hard head against huge
rocks and shatters them into pebbles."
371,372,Shelgon,"Covering Shelgon’s body are outgrowths much like bones.
The shell is very hard and bounces off enemy attacks.
When awaiting evolution, this Pokémon hides away in a cavern."
372,373,Salamence,"By evolving into Salamence, this Pokémon finally
realizes its long-held dream of growing wings. To express
its joy, it flies and wheels all over the sky while spouting
flames from its mouth."
373,374,Beldum,"Beldum keeps itself floating by generating a magnetic force
that repels earth’s natural magnetism. When it sleeps, this
Pokémon anchors itself to a cliff using the hooks on its rear."
374,375,Metang,"When two Beldum fuse together, Metang is formed.
The brains of the Beldum are joined by a magnetic
nervous system. This Pokémon turns its arms to the
rear for traveling at high speed."
375,376,Metagross,"Metagross is the result of two Metang achieving fusion.
When hunting, this Pokémon pins the prey to the ground under
its massive body. It then eats the helpless victim using the
large mouth on its stomach."
376,377,Regirock,"Regirock’s body is composed entirely of rocks. Recently,
a study made the startling discovery that the rocks were all
unearthed from different locations."
377,378,Regice,"Regice cloaks itself with frigid air of -328 degrees Fahrenheit.
Things will freeze solid just by going near this Pokémon.
Its icy body is so cold, it will not melt even if it is immersed
in magma."
378,379,Registeel,"Registeel was imprisoned by people in ancient times.
The metal composing its body is thought to be a curious
substance that is not of this earth."
379,380,Latias,"Latias is highly intelligent and capable of understanding
human speech. It is covered with a glass-like down.
The Pokémon enfolds its body with its down and refracts
light to alter its appearance."
380,381,Latios,"Latios will only open its heart to a Trainer with a
compassionate spirit. This Pokémon can fly faster than a
jet plane by folding its forelegs to minimize air resistance."
381,382,Kyogre,"Kyogre is said to be the personification of the sea itself.
Legends tell of its many clashes against Groudon,
as each sought to gain the power of nature."
382,383,Groudon,"Through Primal Reversion and with nature’s full power,
it will take back its true form. It can cause magma to
erupt and expand the landmass of the world."
383,384,Rayquaza,"It flies forever through the ozone layer, consuming
meteoroids for sustenance. The many meteoroids
in its body provide the energy it needs to Mega Evolve."
384,385,Jirachi,"Jirachi will awaken from its sleep of a thousand years if you
sing to it in a voice of purity. It is said to make true any wish
that people desire."
385,386,Deoxys,"Deoxys emerged from a virus that came from space. It is highly
intelligent and wields psychokinetic powers. This Pokémon
shoots lasers from the crystalline organ on its chest."
386,387,Turtwig,"It undertakes photosynthesis with its body, making
oxygen. The leaf on its head wilts if it is thirsty."
387,388,Grotle,"It knows where pure water wells up. It carries fellow
Pokémon there on its back."
388,389,Torterra,"Small Pokémon occasionally gather on its unmoving
back to begin building their nests."
389,390,Chimchar,"The gas made in its belly burns from its rear end.
The fire burns weakly when it feels sick."
390,391,Monferno,"It uses ceilings and walls to launch aerial attacks.
Its fiery tail is but one weapon."
391,392,Infernape,"It tosses its enemies around with agility. It uses all
its limbs to fight in its own unique style."
392,393,Piplup,"Because it is very proud, it hates accepting food
from people. Its thick down guards it from cold."
393,394,Prinplup,"It lives a solitary life. Its wings deliver wicked blows
that can snap even the thickest of trees."
394,395,Empoleon,"The three horns that extend from its beak attest to
its power. The leader has the biggest horns."
395,396,Starly,"They flock around mountains and fields, chasing
after bug Pokémon. Their singing is noisy
and annoying."
396,397,Staravia,"It lives in forests and fields. Squabbles over
territory occur when flocks collide."
397,398,Staraptor,"When Staravia evolve into Staraptor, they leave the
flock to live alone. They have sturdy wings."
398,399,Bidoof,"It constantly gnaws on logs and rocks to whittle
down its front teeth. It nests alongside water."
399,400,Bibarel,"It makes its nest by damming streams with bark and
mud. It is known as an industrious worker."
400,401,Kricketot,"When its antennae hit each other, it sounds like the
music of a xylophone."
401,402,Kricketune,"It signals its emotions with its melodies. Scientists
are studying these melodic patterns."
402,403,Shinx,"All of its fur dazzles if danger is sensed. It flees
while the foe is momentarily blinded."
403,404,Luxio,"Strong electricity courses through the tips of its
sharp claws. A light scratch causes fainting in foes."
404,405,Luxray,"Luxray’s ability to see through objects comes in
handy when it’s scouting for danger."
405,406,Budew,"Over the winter, it closes its bud and endures the
cold. In spring, the bud opens and releases pollen."
406,407,Roserade,"With the movements of a dancer, it strikes with
whips that are densely lined with poison thorns."
407,408,Cranidos,"A lifelong jungle dweller from 100 million years
ago, it would snap obstructing trees with headbutts."
408,409,Rampardos,"Its skull is as hard as iron. It is a brute that tears
down jungle trees while catching prey."
409,410,Shieldon,"It was generated from a fossil dug out of a layer of
clay that was older than anyone knows. It has a
sturdy face."
410,411,Bastiodon,"Any frontal attack is repulsed. It is a docile
Pokémon that feeds on grass and berries."
411,412,Burmy,"If its cloak is broken in battle, it quickly remakes
the cloak with materials nearby."
412,413,Wormadam,"When Burmy evolved, its cloak became a part of
this Pokémon’s body. The cloak is never shed."
413,414,Mothim,"It flutters around at night and steals honey from
the Combee hive."
414,415,Combee,"It collects and delivers honey to its colony.
At night, they cluster to form a beehive and sleep."
415,416,Vespiquen,"Its abdomen is a honeycomb for grubs. It raises its
grubs on honey collected by Combee."
416,417,Pachirisu,"A pair may be seen rubbing their cheek pouches
together in an effort to share stored electricity."
417,418,Buizel,"It inflates the flotation sac around its neck and
pokes its head out of the water to see what is
going on."
418,419,Floatzel,"Its flotation sac developed as a result of pursuing
aquatic prey. It can double as a rubber raft."
419,420,Cherubi,"It evolves by sucking the energy out of the small
ball where it had been storing nutrients."
420,421,Cherrim,"If it senses strong sunlight, it opens its folded
petals to absorb the sun’s rays with its whole body."
421,422,Shellos,"Its shape and coloration vary, depending on
its habitat."
422,423,Gastrodon,"It apparently had a huge shell for protection in
ancient times. It lives in shallow tidal pools."
423,424,Ambipom,"To eat, it deftly shucks nuts with its two tails.
It rarely uses its arms now."
424,425,Drifloon,"These Pokémon are called the “Signpost for
Wandering Spirits.” Children holding them
sometimes vanish."
425,426,Drifblim,"It’s drowsy in daytime, but flies off in the evening in
big groups. No one knows where they go."
426,427,Buneary,"When it senses danger, it perks up its ears.
On cold nights, it sleeps with its head tucked into
its fur."
427,428,Lopunny,"The ears appear to be delicate. If they are touched
roughly, it kicks with its graceful legs."
428,429,Mismagius,"Its cries sound like incantations to torment the foe.
It appears where you least expect it."
429,430,Honchkrow,"Becoming active at night, it is known to swarm with
numerous Murkrow in tow."
430,431,Glameow,"When it’s happy, Glameow demonstrates beautiful
movements of its tail, like a dancing ribbon."
431,432,Purugly,"To make itself appear intimidatingly beefy, it tightly
cinches its waist with its twin tails."
432,433,Chingling,"There is an orb inside its mouth. When it hops,
the orb bounces all over and makes a
ringing sound."
433,434,Stunky,"It protects itself by spraying a noxious fluid from its
rear. The stench lingers for 24 hours."
434,435,Skuntank,"It sprays a stinky fluid from its tail. The fluid smells
worse the longer it is allowed to fester."
435,436,Bronzor,"Implements shaped like it were discovered in
ancient tombs. It is unknown if they are related."
436,437,Bronzong,"Ancient people believed that petitioning Bronzong
for rain was the way to make crops grow."
437,438,Bonsly,"It prefers an arid atmosphere. It leaks water that
looks like tears when adjusting its moisture level."
438,439,Mime Jr.,"It habitually mimics foes. Once mimicked, the foe
cannot take its eyes off this Pokémon."
439,440,Happiny,"It carefully carries a round, white rock that it thinks
is an egg. It’s bothered by how curly its hair looks."
440,441,Chatot,"It can learn and speak human words. If they gather,
they all learn the same saying."
441,442,Spiritomb,"It was bound to a fissure in an odd keystone as
punishment for misdeeds 500 years ago."
442,443,Gible,"It nests in small, horizontal holes in cave walls.
It pounces to catch prey that stray too close."
443,444,Gabite,"As it digs to expand its nest, it habitually digs up
gems that it then hoards in its nest."
444,445,Garchomp,"It flies at speeds equal to a jet fighter plane.
It never allows its prey to escape."
445,446,Munchlax,"It conceals food under the long fur on its body.
It carts around this food stash and swallows it
without chewing."
446,447,Riolu,"The aura that emanates from its body intensifies to
alert others if it is afraid or sad."
447,448,Lucario,"By reading the auras of all things, it can tell how
others are feeling from over half a mile away."
448,449,Hippopotas,"It enshrouds itself with sand to protect itself from
germs. It does not enjoy getting wet."
449,450,Hippowdon,"It blasts internally stored sand from ports on its
body to create a towering twister for attack."
450,451,Skorupi,"It burrows under the sand to lie in wait for prey.
Its tail claws can inject its prey with a
savage poison."
451,452,Drapion,"It has the power in its clawed arms to make scrap
of a car. The tips of its claws release poison."
452,453,Croagunk,"Inflating its poison sacs, it fills the area with an odd
sound and hits flinching opponents with a
poison jab."
453,454,Toxicroak,"Its knuckle claws secrete a toxin so vile that even a
scratch could prove fatal."
454,455,Carnivine,"It binds itself to trees in marshes. It attracts prey
with its sweet-smelling drool and gulps them down."
455,456,Finneon,"After long exposure to sunlight, the patterns on its
tail fins shine vividly when darkness arrives."
456,457,Lumineon,"To avoid detection by predators, it crawls along the
seafloor using the two fins on its chest."
457,458,Mantyke,"When it swims close to the surface of the ocean,
people aboard ships are able to observe the pattern
on its back."
458,459,Snover,"In the spring, it grows berries with the texture of
frozen treats around its belly."
459,460,Abomasnow,"It lives a quiet life on mountains that are perpetually
covered in snow. It hides itself by whipping
up blizzards."
460,461,Weavile,"They live in cold regions, forming groups of four or
five that hunt prey with impressive coordination."
461,462,Magnezone,"It evolved from exposure to a special magnetic
field. Three units generate magnetism."
462,463,Lickilicky,"Their saliva contains lots of components that can
dissolve anything. The numbness caused by their
lick does not dissipate."
463,464,Rhyperior,"It puts rocks in holes in its palms and uses its
muscles to shoot them. Geodude are shot at
rare times."
464,465,Tangrowth,"Its vines grow so profusely that, in the warm
season, you can’t even see its eyes."
465,466,Electivire,"It pushes the tips of its two tails against the foe,
then lets loose with over 20,000 volts of power."
466,467,Magmortar,"It blasts fireballs of over 3,600 degrees Fahrenheit
out of its arms. Its breath also sears and sizzles."
467,468,Togekiss,"It shares many blessings with people who respect
one another’s rights and avoid needless strife."
468,469,Yanmega,"This six-legged Pokémon is easily capable of
transporting an adult in flight. The wings on its tail
help it stay balanced."
469,470,Leafeon,"Just like a plant, it uses photosynthesis. As a result,
it is always enveloped in clear air."
470,471,Glaceon,"It lowers its body heat to freeze its fur. The hairs
then become like needles it can fire."
471,472,Gliscor,"Its flight is soundless. It uses its lengthy tail to
carry off its prey... Then its elongated fangs do
the rest."
472,473,Mamoswine,"Its impressive tusks are made of ice. The population
thinned when it turned warm after the ice age."
473,474,Porygon-Z,"Its programming was modified to enable it to travel
through alien dimensions. Seems there might have
been an error..."
474,475,Gallade,"A master of courtesy and swordsmanship, it fights
using extending swords on its elbows."
475,476,Probopass,"It freely controls three small units called Mini-Noses
using magnetic force."
476,477,Dusknoir,"The antenna on its head captures radio waves from
the world of spirits that command it to take
people there."
477,478,Froslass,"Legends in snowy regions say that a woman who
was lost on an icy mountain was reborn as Froslass."
478,479,Rotom,"Its body is composed of plasma. It is known to
infiltrate electronic devices and wreak havoc."
479,480,Uxie,"It is said that its emergence gave humans the
intelligence to improve their quality of life."
480,481,Mesprit,"It sleeps at the bottom of a lake. Its spirit is said to
leave its body to fly on the lake’s surface."
481,482,Azelf,"It is thought that Uxie, Mesprit, and Azelf all came
from the same egg."
482,483,Dialga,"It has the power to control time. It appears in
Sinnoh-region myths as an ancient deity."
483,484,Palkia,"It has the ability to distort space. It is described as
a deity in Sinnoh-region mythology."
484,485,Heatran,"Boiling blood, like magma, circulates through its
body. It makes its dwelling place in volcanic caves."
485,486,Regigigas,"There is an enduring legend that states this
Pokémon towed continents with ropes."
486,487,Giratina,"It was banished for its violence. It silently gazed
upon the old world from the Distortion World."
487,488,Cresselia,"Those who sleep holding Cresselia’s feather are
assured of joyful dreams. It is said to represent
the crescent moon."
488,489,Phione,"It drifts in warm seas. It always returns to where it
was born, no matter how far it may have drifted."
489,490,Manaphy,"It starts its life with a wondrous power that permits
it to bond with any kind of Pokémon."
490,491,Darkrai,"It can lull people to sleep and make them dream.
It is active during nights of the new moon."
491,492,Shaymin,"The blooming of Gracidea flowers confers the
power of flight upon it. Feelings of gratitude are
the message it delivers."
492,493,Arceus,"It is told in mythology that this Pokémon was born
before the universe even existed."
493,494,Victini,"When it shares the infinite energy it creates,
that being’s entire body will be overflowing
with power."
494,495,Snivy,"They photosynthesize by bathing their tails in
sunlight. When they are not feeling well, their
tails droop."
495,496,Servine,"When it gets dirty, its leaves can’t be used in
photosynthesis, so it always keeps itself clean."
496,497,Serperior,"It can stop its opponents’ movements with just a
glare. It takes in solar energy and boosts
it internally."
497,498,Tepig,"It loves to eat roasted berries, but sometimes it
gets too excited and burns them to a crisp."
498,499,Pignite,"When its internal fire flares up, its movements grow
sharper and faster. When in trouble, it emits smoke."
499,500,Emboar,"It has mastered fast and powerful fighting moves.
It grows a beard of fire."
500,501,Oshawott,"It fights using the scalchop on its stomach.
In response to an attack, it retaliates immediately
by slashing."
501,502,Dewott,"As a result of strict training, each Dewott learns
different forms for using the scalchops."
502,503,Samurott,"One swing of the sword incorporated in its armor
can fell an opponent. A simple glare from one of
them quiets everybody."
503,504,Patrat,"Extremely cautious, one of them will always be on
the lookout, but it won’t notice a foe coming
from behind."
504,505,Watchog,"When they see an enemy, their tails stand high,
and they spit the seeds of berries stored in their
cheek pouches."
505,506,Lillipup,"Though it is a very brave Pokémon, it’s also smart
enough to check its foe’s strength and avoid battle."
506,507,Herdier,"It has black, cape-like fur that is very hard and
decreases the amount of damage it receives."
507,508,Stoutland,"Being wrapped in its long fur is so comfortable
that a person would be fine even overnight on a
wintry mountain."
508,509,Purrloin,"They steal from people for fun, but their victims
can’t help but forgive them. Their deceptively cute
act is perfect."
509,510,Liepard,"Stealthily, it sneaks up on its target, striking from
behind before its victim has a chance to react."
510,511,Pansage,"It’s good at finding berries and gathers them from
all over. It’s kind enough to share them
with friends."
511,512,Simisage,"Ill tempered, it fights by swinging its barbed tail
around wildly. The leaf growing on its head is
very bitter."
512,513,Pansear,"This Pokémon lives in caves in volcanoes.
The fire within the tuft on its head can reach
600 degrees Fahrenheit."
513,514,Simisear,"When it gets excited, embers rise from its head
and tail and it gets hot. For some reason, it
loves sweets."
514,515,Panpour,"The water stored inside the tuft on its head is full of
nutrients. Plants that receive its water grow large."
515,516,Simipour,"It prefers places with clean water. When its tuft runs
low, it replenishes it by siphoning up water with
its tail."
516,517,Munna,"It eats the dreams of people and Pokémon. When it
eats a pleasant dream, it expels pink-colored mist."
517,518,Musharna,"The dream mist coming from its forehead changes
into many different colors depending on the dream
that was eaten."
518,519,Pidove,"These Pokémon live in cities. They are accustomed
to people. Flocks often gather in parks and plazas."
519,520,Tranquill,"No matter where in the world it goes, it knows
where its nest is, so it never gets separated from
its Trainer."
520,521,Unfezant,"Males have plumage on their heads. They will never
let themselves feel close to anyone other than
their Trainers."
521,522,Blitzle,"Its mane shines when it discharges electricity.
They use the frequency and rhythm of these flashes
to communicate."
522,523,Zebstrika,"They have lightning-like movements.
When Zebstrika run at full speed, the sound of
thunder reverberates."
523,524,Roggenrola,"They were discovered a hundred years ago in an
earthquake fissure. Inside each one is an
energy core."
524,525,Boldore,"When it is healthy, its core sticks out. Always facing
the same way, it swiftly moves front to back and left
to right."
525,526,Gigalith,"Compressing the energy from its internal core
lets it fire off an attack capable of blowing away
a mountain."
526,527,Woobat,"The heart-shaped mark left on a body after a
Woobat has been attached to it is said to bring
good fortune."
527,528,Swoobat,"Anyone who comes into contact with the ultrasonic
waves emitted by a courting male experiences a
positive mood shift."
528,529,Drilbur,"By spinning its body, it can dig straight through the
ground at a speed of 30 mph."
529,530,Excadrill,"More than 300 feet below the surface, they build
mazelike nests. Their activity can be destructive to
subway tunnels."
530,531,Audino,"It touches others with the feelers on its ears, using
the sound of their heartbeats to tell how they
are feeling."
531,532,Timburr,"Always carrying squared logs, they help out with
construction. As they grow, they carry bigger logs."
532,533,Gurdurr,"This Pokémon is so muscular and strongly built that
even a group of wrestlers could not make it budge
an inch."
533,534,Conkeldurr,"Rather than rely on force, they master moves that
utilize the centrifugal force of spinning concrete."
534,535,Tympole,"By vibrating its cheeks, it emits sound waves
imperceptible to humans. It uses the rhythm of
these sounds to talk."
535,536,Palpitoad,"It lives in the water and on land. It uses its long,
sticky tongue to immobilize its opponents."
536,537,Seismitoad,"They shoot paralyzing liquid from their head bumps.
They use vibration to hurt their opponents."
537,538,Throh,"When it encounters a foe bigger than itself, it wants
to throw it. It changes belts as it gets stronger."
538,539,Sawk,"Tying their belts gets them pumped and makes their
punches more destructive. Disturbing their training
angers them."
539,540,Sewaddle,"Since this Pokémon makes its own clothes out of
leaves, it is a popular mascot for fashion designers."
540,541,Swadloon,"It protects itself from the cold by wrapping up in
leaves. It stays on the move, eating leaves
in forests."
541,542,Leavanny,"It keeps its eggs warm with heat from fermenting
leaves. It also uses leaves to make warm wrappings
for Sewaddle."
542,543,Venipede,"Its bite injects a potent poison, enough to paralyze
large bird Pokémon that try to prey on it."
543,544,Whirlipede,"It is usually motionless, but when attacked,
it rotates at high speed and then crashes into
its opponent."
544,545,Scolipede,"With quick movements, it chases down its foes,
attacking relentlessly with its horns until it prevails."
545,546,Cottonee,"Perhaps because they feel more at ease in a group,
they stick to others they find. They end up looking
like a cloud."
546,547,Whimsicott,"Like the wind, it can slip through any gap,
no matter how small. It leaves balls of white
fluff behind."
547,548,Petilil,"Since they prefer moist, nutrient-rich soil, the areas
where Petilil live are known to be good for
growing plants."
548,549,Lilligant,"Even veteran Trainers face a challenge in getting its
beautiful flower to bloom. This Pokémon is popular
with celebrities."
549,550,Basculin,"Red and blue Basculin usually do not get along,
but sometimes members of one school mingle with
the other’s school."
550,551,Sandile,"They live buried in the sands of the desert.
The sun-warmed sands prevent their body
temperature from dropping."
551,552,Krokorok,"The special membrane covering its eyes can sense
the heat of objects, so it can see its surroundings
even in darkness."
552,553,Krookodile,"They never allow prey to escape. Their jaws
are so powerful, they can crush the body of
an automobile."
553,554,Darumaka,"When it sleeps, it pulls its limbs into its
body and its internal fire goes down to
1,100 degrees Fahrenheit."
554,555,Darmanitan,"Its internal fire burns at 2,500 degrees Fahrenheit,
making enough power that it can destroy a dump
truck with one punch."
555,556,Maractus,"Arid regions are their habitat. They move
rhythmically, making a sound similar to maracas."
556,557,Dwebble,"When it finds a stone of a suitable size, it secretes
a liquid from its mouth to open up a hole to
crawl into."
557,558,Crustle,"Competing for territory, Crustle fight viciously.
The one whose boulder is broken is the loser of
the battle."
558,559,Scraggy,"Proud of its sturdy skull, it suddenly headbutts
everything, but its weight makes it unstable, too."
559,560,Scrafty,"It can smash concrete blocks with its kicking
attacks. The one with the biggest crest is the
group leader."
560,561,Sigilyph,"The guardians of an ancient city, they always fly
the same route while keeping watch for invaders."
561,562,Yamask,"Each of them carries a mask that used to be its face
when it was human. Sometimes they look at it
and cry."
562,563,Cofagrigus,"Grave robbers who mistake them for real coffins and
get too close end up trapped inside their bodies."
563,564,Tirtouga,"Restored from a fossil, this Pokémon can dive to
depths beyond half a mile."
564,565,Carracosta,"It could knock out a foe with a slap from one of its
developed front appendages and chew it up, shell
or bones and all."
565,566,Archen,"Said to be an ancestor of bird Pokémon, they were
unable to fly and moved about by hopping from one
branch to another."
566,567,Archeops,"It runs better than it flies. It takes off into the sky
by running at a speed of 25 mph."
567,568,Trubbish,"Inhaling the gas they belch will make you sleep for
a week. They prefer unsanitary places."
568,569,Garbodor,"Consuming garbage makes new kinds of poison
gases and liquids inside their bodies."
569,570,Zorua,"To protect themselves from danger, they hide their
true identities by transforming into people
and Pokémon."
570,571,Zoroark,"Bonds between these Pokémon are very strong.
It protects the safety of its pack by tricking
its opponents."
571,572,Minccino,"These Pokémon prefer a tidy habitat. They are
always sweeping and dusting, using their tails
as brooms."
572,573,Cinccino,"Cinccino’s body is coated in a special oil that helps
it deflect attacks, such as punches."
573,574,Gothita,"They intently observe both Trainers and Pokémon.
Apparently, they are looking at something that only
Gothita can see."
574,575,Gothorita,"According to many old tales, it creates friends for
itself by controlling sleeping children on
starry nights."
575,576,Gothitelle,"They can predict the future from the placement and
movement of the stars. They can see Trainers’
life spans."
576,577,Solosis,"They drive away attackers by unleashing psychic
power. They can use telepathy to talk with others."
577,578,Duosion,"When their two divided brains think the same
thoughts, their psychic power is maximized."
578,579,Reuniclus,"When Reuniclus shake hands, a network forms
between their brains, increasing their
psychic power."
579,580,Ducklett,"They are better at swimming than flying, and they
happily eat their favorite food, peat moss, as they
dive underwater."
580,581,Swanna,"Swanna start to dance at dusk. The one dancing in
the middle is the leader of the flock."
581,582,Vanillite,"This Pokémon formed from icicles bathed in energy
from the morning sun. It sleeps buried in snow."
582,583,Vanillish,"Snowy mountains are this Pokémon’s habitat.
During an ancient ice age, they moved to
southern areas."
583,584,Vanilluxe,"Swallowing large amounts of water, they make
snow clouds inside their bodies and, when angry,
cause violent blizzards."
584,585,Deerling,"The turning of the seasons changes the color and
scent of this Pokémon’s fur. People use it to mark
the seasons."
585,586,Sawsbuck,"They migrate according to the seasons, so some
people call Sawsbuck the harbingers of spring."
586,587,Emolga,"The energy made in its cheeks’ electric pouches is
stored inside its membrane and released while it
is gliding."
587,588,Karrablast,"For some reason they evolve when they receive
electrical energy while they are attacking Shelmet."
588,589,Escavalier,"These Pokémon evolve by wearing the shell
covering of a Shelmet. The steel armor protects
their whole body."
589,590,Foongus,"It lures Pokémon with its pattern that looks just like
a Poké Ball, then releases poison spores."
590,591,Amoonguss,"It lures prey close by dancing and waving its
arm caps, which resemble Poké Balls, in a
swaying motion."
591,592,Frillish,"If its veil-like arms stun and wrap a foe, that foe will
be dragged miles below the surface, never
to return."
592,593,Jellicent,"The fate of the ships and crew that wander into
Jellicent’s habitat: all sunken, all lost, all vanished."
593,594,Alomomola,"It gently holds injured and weak Pokémon in its
fins. Its special membrane heals their wounds."
594,595,Joltik,"They attach themselves to large-bodied Pokémon
and absorb static electricity, which they store in an
electric pouch."
595,596,Galvantula,"When attacked, they create an electric barrier by
spitting out many electrically charged threads."
596,597,Ferroseed,"It absorbs the iron it finds in the rock while clinging
to the ceiling. It shoots spikes when in danger."
597,598,Ferrothorn,"They attach themselves to cave ceilings, firing steel
spikes at targets passing beneath them."
598,599,Klink,"The two minigears that mesh together are
predetermined. Each will rebound from other
minigears without meshing."
599,600,Klang,"A minigear and big gear comprise its body. If the
minigear it launches at a foe doesn’t return, it
will die."
600,601,Klinklang,"Its red core functions as an energy tank. It fires the
charged energy through its spikes into an area."
601,602,Tynamo,"One alone can emit only a trickle of electricity,
so a group of them gathers to unleash a powerful
electric shock."
602,603,Eelektrik,"These Pokémon have a big appetite. When they
spot their prey, they attack it and paralyze it
with electricity."
603,604,Eelektross,"They crawl out of the ocean using their arms.
They will attack prey on shore and immediately drag
it into the ocean."
604,605,Elgyem,"Rumors of its origin are linked to a UFO crash site
in the desert 50 years ago."
605,606,Beheeyem,"It uses psychic power to control an opponent’s
brain and tamper with its memories."
606,607,Litwick,"Litwick shines a light that absorbs the life energy of
people and Pokémon, which becomes the fuel that
it burns."
607,608,Lampent,"It arrives near the moment of death and steals spirit
from the body."
608,609,Chandelure,"The spirits burned up in its ominous flame lose their
way and wander this world forever."
609,610,Axew,"They mark their territory by leaving gashes in trees
with their tusks. If a tusk breaks, a new one grows
in quickly."
610,611,Fraxure,"A broken tusk will not grow back, so it diligently
sharpens its tusks on river rocks after the end of
a battle."
611,612,Haxorus,"Their sturdy tusks will stay sharp even if used to cut
steel beams. These Pokémon are covered in
hard armor."
612,613,Cubchoo,"Their snot is a barometer of health. When healthy,
their snot is sticky and the power of their ice
moves increases."
613,614,Beartic,"It freezes its breath to create fangs and claws of ice
to fight with. Cold northern areas are its habitat."
614,615,Cryogonal,"They are composed of ice crystals. They capture
prey with chains of ice, freezing the prey at
-148 degrees Fahrenheit."
615,616,Shelmet,"It evolves when bathed in an electric-like energy
along with Karrablast. The reason is still unknown."
616,617,Accelgor,"When its body dries out, it weakens. So, to prevent
dehydration, it wraps itself in many layers of
thin membrane."
617,618,Stunfisk,"It conceals itself in the mud of the seashore.
Then it waits. When prey touch it, it delivers a jolt
of electricity."
618,619,Mienfoo,"In fights, they dominate with onslaughts of flowing,
continuous attacks. With their sharp claws, they
cut enemies."
619,620,Mienshao,"Using the long fur on its arms like whips, it
launches into combo attacks that, once started,
no one can stop."
620,621,Druddigon,"It warms its body by absorbing sunlight with its
wings. When its body temperature falls, it can no
longer move."
621,622,Golett,"Ancient science fashioned this Pokémon from clay.
It’s been active for thousands of years."
622,623,Golurk,"It flies across the sky at Mach speeds. Removing
the seal on its chest makes its internal energy go
out of control."
623,624,Pawniard,"Ignoring their injuries, groups attack by sinking
the blades that cover their bodies into their prey."
624,625,Bisharp,"Bisharp pursues prey in the company of a large
group of Pawniard. Then Bisharp finishes off
the prey."
625,626,Bouffalant,"Their fluffy fur absorbs damage, even if they strike
foes with a fierce headbutt."
626,627,Rufflet,"They will challenge anything, even strong
opponents, without fear. Their frequent fights help
them become stronger."
627,628,Braviary,"They fight for their friends without any thought
about danger to themselves. One can carry a car
while flying."
628,629,Vullaby,"Their wings are too tiny to allow them to fly.
They guard their posteriors with bones that were
gathered by Mandibuzz."
629,630,Mandibuzz,"Watching from the sky, they swoop to strike
weakened Pokémon on the ground. They decorate
themselves with bones."
630,631,Heatmor,"It draws in air through its tail, transforms it into fire,
and uses it like a tongue. It melts Durant and
eats them."
631,632,Durant,"They attack in groups, covering themselves in steel
armor to protect themselves from Heatmor."
632,633,Deino,"Lacking sight, it’s unaware of its surroundings,
so it bumps into things and eats anything
that moves."
633,634,Zweilous,"After it has eaten up all the food in its territory,
it moves to another area. Its two heads do not
get along."
634,635,Hydreigon,"It responds to movement by attacking. This scary,
three-headed Pokémon devours everything in
its path!"
635,636,Larvesta,"The base of volcanoes is where they make their
homes. They shoot fire from their five horns to repel
attacking enemies."
636,637,Volcarona,"When volcanic ash darkened the atmosphere, it is
said that Volcarona’s fire provided a replacement
for the sun."
637,638,Cobalion,"It has a body and heart of steel. It worked with its
allies to punish people when they hurt Pokémon."
638,639,Terrakion,"Spoken of in legend, this Pokémon used its
phenomenal power to destroy a castle in its effort
to protect Pokémon."
639,640,Virizion,"Legends say this Pokémon confounded opponents
with its swift movements."
640,641,Tornadus,"Tornadus expels massive energy from its tail,
causing severe storms. Its power is great enough
to blow houses away."
641,642,Thundurus,"As it flies around, it shoots lightning all over
the place and causes forest fires. It is
therefore disliked."
642,643,Reshiram,"When Reshiram’s tail flares, the heat energy moves
the atmosphere and changes the world’s weather."
643,644,Zekrom,"Concealing itself in lightning clouds, it flies
throughout the Unova region. It creates electricity
in its tail."
644,645,Landorus,"From the forces of lightning and wind, it creates
energy to give nutrients to the soil and make the
land abundant."
645,646,Kyurem,"It generates a powerful, freezing energy inside
itself, but its body became frozen when the energy
leaked out."
646,647,Keldeo,"When it is resolute, its body fills with power and it
becomes swifter. Its jumps are then too fast
to follow."
